pubDate,title,description
2025-12-04 17:54:00,챗GPT·케데헌…한국인 움직인 '올해의 검색어',"케이팝 데몬 헌터스(케데헌)에 돌아갔으며, 봉준호 감독의 미키 17, 박찬욱 감독의 어쩔 수가 없다가 상위권을 이끌었다. 가요 분야에서는 '골든', '소다 팝', '너에게 닿기를' 등 올해 K-팝 히트곡들이 검색 급증 목록에... "
2025-12-04 17:53:00,구글 올해의 시사 검색어 '대선·이재명'…엔터 검색어 '케데헌',"올해 글로벌 '올해의 검색어'에서도 K-콘텐츠가 강세를 보였다. 미국에선 '케이팝 데몬 헌터스'가 검색 부문 2위, 영화 부문 1위를 기록했다. '소다 팝' '골든'은 노래·허밍 검색 카테고리 톱10에 올랐다. '오징어 게임... "
2025-12-04 17:50:00,"대선·챗GPT·케데헌…구글, '올해의 검색어' 발표","영화 부문에서는 케이팝 데몬 헌터스가 1위를 차지한 데 이어 봉준호 감독의 미키 17, 박찬욱 감독의 어쩔 수가 없다가 검색 상위권을 이끌었습니다. 가요 부문에서는 골든, 소다 팝, 너에게 닿기를 등 올해의 K-팝... "
2025-12-04 17:48:00,미국엔 르세라핌·일본엔 에스파…새해맞이 무대 빛내는 K팝 아이돌,"출연진에는 넷플릭스 히트 애니메이션 ‘케이팝 데몬 헌터스’에 등장하는 가상 걸그룹 헌트릭스의 ‘골든’(Golden)을 부른 한국계 미국인 가수들인 이재, 오드리 누나, 레이 아미도 이름을 올렸다. 아일릿(사진... "
2025-12-04 17:45:00,'대선·챗GPT·케데헌'...올해 한국인을 움직인 검색어,"영화 부문에서는 케이팝 데몬 헌터스가 1위를 차지한 데 이어 봉준호 감독의 미키 17, 박찬욱 감독의 어쩔 수가 없다가 검색 상위권을 이끌었습니다. 가요 부문에서는 골든, 소다 팝, 너에게 닿기를 등 올해의 K-팝... "
2025-12-04 17:43:00,올해 한국인을 움직인 검색어는?…'대선·챗GPT·케데헌',"영화 부문에서는 케이팝 데몬 헌터스가 1위를 차지한 데 이어 봉준호 감독의 미키 17, 박찬욱 감독의 어쩔 수가 없다가 검색 상위권을 이끌었습니다. 가요 부문에서는 골든, 소다 팝, 너에게 닿기를 등 올해의 K-팝... "
2025-12-04 17:35:00,올해 한국인을 움직인 검색어…'대선·챗GPT·케데헌',"영화 부문에서는 케이팝 데몬 헌터스가 1위를 차지한 데 이어 봉준호 감독의 미키 17, 박찬욱 감독의 어쩔 수가 없다가 검색 상위권을 이끌었다. 가요 부문에서는 골든, 소다 팝, 너에게 닿기를 등 올해의 K-팝 히트곡이... "
2025-12-04 17:20:00,"구글코리아, ‘2025년 올해의 검색어(Year in Search)’ 발표","Search)’에서도 K-콘텐츠와 한국 관련 키워드들은 강세를 보였다. 미국 ‘올해의 검색어’에서는 ‘케이팝 데몬 헌터스’가 검색 부문 2위, 영화 부문 1위를 차지했고, ‘소다 팝(Soda Pop)’과 ‘골든(Golden)’은 노래 및... "
2025-12-04 17:04:00,"김교흥 의원 인천, 아시아의 할리우드로 도약 준비",김 의원은 “미래 K-콘텐츠의 경쟁력을 확보하기 위해 인프라 개선이 필요하다”며 “인천에 글로벌... ‘케이팝 데몬 헌터스’의 사례를 들어 지식재산권과 경제적 이익이 해외로 넘어가고 있다고 지적했다. 김 의원이... 
2025-12-04 16:34:00,김교흥 &quot;인천을 아시아의 할리우드로&quot;,소재로한 '케이팝 데몬 헌터스' 조차 해외에서 제작되어 지식재산권과 1조원에 달하는 경제적 이익이 해외로... 규모의 K-팝 전용공연장까지 유치해 K-컬처 300조 시대를 선도할 수 있도록 최선을 다하겠다&quot;고 밝혔습니다.... 
2025-12-04 16:10:00,"김교흥, 청라·영종·송도 콘텐츠 기업 유치 지원법 대표발의",소재로한 '케이팝 데몬 헌터스' 조차 해외에서 제작되어 지식재산권과 1조원에 달하는 경제적 이익이 해외로... 규모의 K-팝 전용공연장까지 유치해 K-컬처 300조 시대를 선도할 수 있도록 최선을 다하겠다&quot;고 밝혔다. 이날... 
2025-12-04 15:48:00,"스포티파이, '2025 Wrapped' 공개…글로벌·한국 음악 트렌드 한눈에","또한 &lt;케이팝 데몬 헌터스(KPop Demon Hunters)&gt; 대표 OST 수록곡들 역시 '톱 10' 순위권에 안착하며, 한국형 스토리텔링이 글로벌 팝 문화의 한 축으로 자리 잡았음을 증명했다. ◆ 전 세계 최다 스트리밍... "
2025-12-04 15:36:00,"김교흥, 인천 콘텐츠 기업 유치 지원법 발의… &quot;아시아의 할리우드로&quot;",다룬 '케이팝 데몬 헌터스'조차 해외 제작으로 1조원 규모의 경제 이익을 놓쳤다&quot;고 지적했다. 김 의원이... · 그는 또한 &quot;5만석 규모의 K-팝 전용공연장을 유치해 K-컬처 300조 시대를 이끌겠다&quot;고 말했다. 이날 토론회에는... 
2025-12-04 15:32:00,글로벌 경쟁력 갖춘 영상제작기업 인천에 몰려오도록 인센티브 지원 근...,소재로한 '케이팝 데몬 헌터스' 조차 해외에서 제작되어 지식재산권과 1조원에 달하는 경제적 이익이 해외로... 규모의 K-팝 전용공연장까지 유치해 K-컬처 300조 시대를 선도할 수 있도록 최선을 다하겠다&quot;고 밝혔다. 이날... 
2025-12-04 15:04:00,박준연 미국 변호사의 논 세퀴터(71)-외국살이의 난이도가 낮아진 이유,"&quot;혹시 우리 딸과 전화 통화 좀 부탁해도 될까?&quot; 네 살짜리 딸이 케이팝 데몬 헌터스의 팬인데, 골든의 가사... 이제는 말할 나위도 없이 K-드라마, K-팝, K-뷰티, 그리고 K-푸드까지 한국 문화는 세계 곳곳에서 사랑받고... "
2025-12-04 14:46:00,"&quot;K팝 걸그룹의 새 금자탑&quot;…트와이스, 美 플래티넘의 역사 다시 썼다","이 곡은 넷플릭스 오리지널 애니메이션 'K팝 데몬 헌터스(KPop Demon Hunters)' OST에 수록돼 극장과 안방을... 한국, 일본, 대만 등 다국적 멤버의 조합은 음악적 다양성과 팝 씬의 포용성까지 상징한다. 세계 음악계의... "
2025-12-04 14:34:00,"김교흥 의원, 청라·영종·송도 콘텐츠 기업 유치 지원법 대표발의",소재로한 '케이팝 데몬 헌터스' 조차 해외에서 제작되어 지식재산권과 1조원에 달하는 경제적 이익이 해외로 넘어가고 있다&quot;고 꼬집었다. 그러면서 김 의원은 &quot;미래 K-콘텐츠의 경쟁력을 확보하기 위해 이를 뒷받침할 수... 
2025-12-04 14:24:00,&quot;'케데헌' 세계관 직접 체험한다&quot;...공식 팝업 성수동서 오픈,"K-POP 팬덤 문화의 진수를 보여줄 수 있도록 세심하게 준비했다&quot;며 &quot;이번 팝업은 단순 전시 공간이 아니라, 플랫폼·굿즈·현장 이벤트를 하나로 통합한 팬 경험 설계가 특징&quot;이라고 강조했다. 한편 '케이팝 데몬 헌터스'는... "
2025-12-04 14:22:00,2025년 유튜브에는 무슨 일이?,"유튜브 제공 K-콘텐츠의 강세 유튜브가 2025년의 끝자락에서 연말 결산 리스트를 발표했습니다. 한 해 동안... ‘케이팝 데몬 헌터스’ OST 중 ‘소다 팝’과 ‘골든’은 댄스 커버와 코스프레, POV 영상에서 흔히 들을 수... "
2025-12-04 14:10:00,[뉴스퀘어 2PM] 창원 모텔 흉기 난동...'계획범죄' 무게,"[김성수] 맞습니다.케이팝 데몬헌터스, 애니메이션인데 노래도 너무 좋고 한국 문화도 예쁘고 멋지게 나옵니다.그러다 보니 이 부분 1위를 할 수밖에 없는 1위 주제로도, 그리고 인기곡으로 1위가 될 수밖에 없었지 않나... "
2025-12-04 14:04:00,"추성훈, 2025 유튜브 최고 인기 크리에이터 선정…소탈한 매력 통했다","최고 인기 곡으로는 넷플릭스 애니메이션 '케이팝 데몬 헌터스'의 OST 'Golden'이 1위에 올랐으며, '소다 팝', '유어 아이돌' 등도 상위권에 포함됐다. 인기 주제로는 '케데헌' 외에 '폭싹 속았수다', '오징어 게임' 등 K... "
2025-12-04 13:30:00,"캣츠아이, 美 유튜브 장악한 올해 최고 인기 주제…‘Trending Topic US’에...","'케이팝 데몬 헌터스(KPop Demon Hunters)', '라부부(Labubu)' 등 세계적 화제를 모은 작품이나 캐릭터뿐... KATSEYE는 ‘K-팝 방법론’에 기반한 오디션 프로젝트 ‘드림아카데미’를 통해 결성된 팀으로, 작년 6월... "
2025-12-04 13:00:00,"캣츠아이, 美 유튜브 '올해의 주제' 등극…유일한 아티스트",캣츠아이는 세계적 화제를 모은 '케이팝 데몬 헌터스'와 '라부부' 등과 함께 높은 화제성을 기록하며... 뉴 아티스트'와 '베스트 팝 듀오/그룹 퍼포먼스' 두 부문 후보에 오르며 K-팝의 외연을 넓히고 있다.
2025-12-04 12:42:00,팬편집이 바꾼 홍보 공식...화사 'Good Goodbye' 역주행 비결은?,"팬이 세계관을 확장하는 시대 애니메이션 프로젝트 'K팝 데몬 헌터스'는 팬 편집의 극단적 사례다. 판타지 세계 속 가상 걸그룹 캐릭터였지만, 팬아트·댄스 챌린지·가짜 투어 포스터·팬 영상이 쏟아지며 어느새 실제... "
2025-12-04 12:35:00,성수동 공장 건물이 '케데헌 팝업'으로…&quot;더피가 환영인사 하네&quot;,넷플릭스 애니메이션 '케이팝 데몬 헌터스(케데헌)'가 서울 성수동 팝업스토어로 한국 팬들을 맞이했다. 3일 방문한 케데헌 팝업은 파란색 호랑이 캐릭터 '더피'가 건물 옥상에 자리를 차지하고 있어 한눈에 찾을 수... 
2025-12-04 11:57:00,"한국어, 듀오링고 학습 인기 언어 6위···‘케데헌’ 인기에 이탈리아...","듀오링고 마주연 한국 총괄은 “&lt;케이팝 데몬 헌터스&gt; 등 K-콘텐츠 인기에 더해, 모국어로 한국어 학습이 가능해진 점이 시너지를 내고 있다”고 말했다. 기존에는 영어·중국어·일본어 사용자만 한국어를 배울 수... "
2025-12-04 11:44:00,"캣츠아이, 美 유튜브 장악한 ‘올해 최고 인기 주제’","'케이팝 데몬 헌터스(KPop Demon Hunters)', '라부부(Labubu)' 등 세계적 화제를 모은 작품이나 캐릭터뿐... New Artist)’, ‘베스트 팝 듀오/그룹 퍼포먼스(Best Pop Duo/Group Performance)’ 두 부문 수상 후보에 올라 있다."
2025-12-04 11:42:00,"방탄소년단, 완전체 공백에도…스포티파이 올해 최다 스트리밍 K팝 아티...","스트레이키즈(Stray Kids)(2위), 제니(JENNIE)(3위), 로제(ROSÉ)(4위), 넷플릭스 애니메이션 '케이팝 데몬 헌터스'의 헌트릭스(HUNTR/X)(5위)가 뒤를 이었다. 최다 스트리밍된 K팝 음원은 로제와 루노 마스(Bruno... "
2025-12-04 11:40:00,"​갤럭시코퍼레이션, AI 너머 로봇 아이돌의 시대 “엔터테크 미래 선점...",최 대표는 최근 넷플릭스 K-팝 데몬 헌터스의 성공 사례를 들며 오프라인과 비대면 경험이 공존하는 하이브리드형 가상 엔터테인먼트 흐름이 지속될 것이며 AI가 대부분의 엔터 콘텐츠를 대체하고 새로운 시장을... 
2025-12-04 11:34:00,넷플릭스 '케이팝 데몬 헌터스' 성수 팝업 전격 오픈… 세계관 그대로 ...,"기존 K-팝 팝업에서 빈번했던 혼잡 문제를 개선한 운영 방식으로, 방문객들의 만족도가 높았다. ● 글로벌 3억 뷰 흥행작… 아시아 투어의 시작점이 된 '서울' &lt;케이팝 데몬 헌터스&gt;는 넷플릭스에서 시청 수 3억 회를 돌파한... "
2025-12-04 11:30:00,3억뷰 신화 '케데헌' 성지된 성수…'헌트릭스' 주인공 되볼까,"넷플릭스 최초로 누적 3억뷰를 돌파한 케이팝 데몬 헌터스(이하 케데헌)의 세계관을 그대로 체험할 수 있는... 등 K-분식을 먹는 헌트릭스의 장면을 구현한 공간을 시작으로, 사자보이즈 '소다 팝' 존에서는 태블릿PC로... "
2025-12-04 11:28:00,‘K팝 데몬 헌터스’ 서울 팝업 오픈…’혼문’ 세계관 체험부터 굿즈 ...,넷플릭스 애니메이션 영화 &lt;케이팝 데몬 헌터스&gt;(KPop Demon Hunters) 서울 공식 팝업(KPop Demon Hunters Official POP-UP – SEOUL)이 오늘 성수동에서 본격 오픈한다. 이번 팝업은 작품 속 세계관을 오프라인으로 확장한 체험형... 
2025-12-04 11:14:00,"스포티파이 2025 결산... BTS '불변 1위', 로제 글로벌 톱",이와 함께 '케이팝 데몬 헌터스(KPop Demon Hunters)' OST 수록곡들이 톱 10에 대거 진입하며 한국형... 한국 팟캐스트 차트에서는 'K-Pop ON! Video Podcast'가 1위를 차지하며 비디오 팟캐스트의 성장을 보여주었고... 
2025-12-04 11:09:00,"'케이팝 데몬 헌터스' 팝업, 오늘 성수동서 개막",글로벌 신드롬을 일으킨 넷플릭스 K-팝 애니메이션 영화 '케이팝 데몬 헌터스'(KPop Demon Hunters·케데헌) 서울 공식 팝업(KPop Demon Hunters Official POP-UP – SEOUL)이 4일 성수동에서 문을 연다. 작품 속 세계관을... 
2025-12-04 10:57:00,"[공식] ‘♥야노 시호’ 추성훈, 추사랑 모델 데뷔 후 첫 경사…韓 유튜...",‘케이팝 데몬 헌터스’(이하 ‘케데헌’)이 압도적인 존재감을 드러냈다. 골든의 OST인 ‘소다 팝’(1위)... 편의 K-콘텐츠가 포함됐다. 특히 ‘오징어 게임’과 케데헌은 조사 대상국 대부분에서 인기 주제 리스트를... 
2025-12-04 10:32:00,"캣츠아이, 美 유튜브 장악 '올해 최고 인기 주제'","'케이팝 데몬 헌터스(KPop Demon Hunters)', '라부부(Labubu)' 등 세계적 화제를 모은 작품이나 캐릭터뿐... KATSEYE는 ‘K-팝 방법론’에 기반한 오디션 프로젝트 ‘드림아카데미’를 통해 결성된 팀으로, 작년 6월... "
2025-12-04 10:29:00,"방탄소년단, 단체활동 공백에도 '올해 스포티파이 스밍 K팝 아티스트' 1...","이어 '블랙핑크' 제니(JENNIE)(3위), 블랙핑크 로제(ROSÉ)(4위), 올해 글로벌 돌풍을 일으킨 넷플릭스 K-팝 애니메이션 영화 '케이팝 데몬 헌터스'(케데헌) 속 가상 걸그룹 '헌트릭스(HUNTR/X)'(5위)가 뒤를 이었다.... "
2025-12-04 10:22:00,'대치맘' 이수지 제치고 1위 등극한 '아조씨' 추성훈..구독자수 198만명,"‘케이팝 데몬 헌터스’(케데헌), 드라마 ‘폭싹 속았수다’와 ‘오징어 게임’ 등 총 3편의 K콘텐츠가 이름을 올렸다. 최고 인기곡 리스트에서는 케데헌의 '골든'과 '소다 팝', '유어 아이돌' 등 세 곡의 사운드트랙이... "
2025-12-04 10:13:00,"BTS, ‘4년 연속’ 글로벌 최다 스트리밍 K팝 아티스트…2위는 스키즈","또한 ‘케이팝 데몬 헌터스’(KPop Demon Hunters) 대표 OST 수록곡들 역시 ‘톱 10’ 순위권에 안착하며, 한국형 스토리텔링이 글로벌 팝 문화의 한 축으로 자리 잡았음을 증명했다. 전 세계 최다 스트리밍... "
2025-12-04 10:05:00,[여기 갈까] ‘케데몬’ 서울 팝업 오픈…굿즈·세계관·OST 한 번에,"넷플릭스 애니메이션 ‘케이팝 데몬 헌터스(KPop Demon Hunters)’가 서울 공식 팝업을 오픈하며, 작품 속... 3층 쇼룸에서 분위기를 먼저 스캔한 뒤, 2층으로 내려서면 OST ‘‘하우 잇스 던(How It’s Done)’, ‘소다 팝(Soda Pop)... "
2025-12-04 09:50:00,‘혼문’ 봉인할 ‘케데헌’ 팝업 오픈 D-day,넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’ 서울 공식 팝업이 오늘 성수동에서 오픈한다. 이번 팝업은 3개 층 전체가 하나의 세계관 체험으로 이어지는 구조다. 3층 쇼룸에서 본격 관람 전 상품 무드를 먼저 경험하고... 
2025-12-04 09:40:00,'케데헌' 팝업 4일 서울서 오픈...3개 층 연결 몰입형 팬 경험 제공,"넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스(KPop Demon Hunters, 케데헌)'의 서울 공식 팝업(KPop Demon Hunters... 넷플릭스의 공식 파트너로서 이번 팝업 운영 총괄을 맡은 하세정 비마이프렌즈 CBO는 &quot;K-팝 본고장 서울에서... "
2025-12-04 09:39:00,"캣츠아이, 美 유튜브 장악…올해 트렌딩 토픽 선정","넷플릭스 영화 '케이팝 데몬 헌터스', 라부부 등 세계적 화제를 모은 작품이나 캐릭터뿐 아니라 사회... 이들은 내년 2월 1일 개최되는 제68회 그래미 어워즈의 '베스트 뉴 아티스트', '베스트 팝 듀오/그룹... "
2025-12-04 09:30:00,"지민, 올해 스포티파이 국내 최다 스트리밍 가수...음원은 'Who'",글로벌 팝 문화의 한 축으로 자리 잡았음을 증명했다. 2025년 글로벌 최다 스트리밍... 케이팝 데몬 헌터스 출연진(K Pop Demon Hunters Cast) “Who” - 지민(Jimin) “Don’t Say You Love Me” - 진(Jin)... 
2025-12-04 09:24:00,"BTS·스키즈·로제·플레이브…스포티파이, 랩드 연말결산 공개","또한 '케이팝 데몬 헌터스(KPop Demon Hunters)' 대표 OST 수록곡들 역시 '톱 10' 순위권에 안착하며, 한국형 스토리텔링이 글로벌 팝 문화의 한 축으로 자리 잡았음을 증명했다. 2025년 글로벌 최다 스트리밍... "
2025-12-04 09:18:00,올해 한국 유튜브는 '케데헌'과 추성훈이 접수,"넷플릭스 '케이팝 데몬 헌터스', '폭싹 속았수다', '오징어 게임' 등 총 세 편의 K-콘텐츠가 이름을 올렸다.... 이 밖에도 블랙핑크의 'JUMP'(5위)와 아이브의 'REBEL HEART'(6위) 등이 K-팝 댄스 챌린지 곡으로 활용됐다. 이해정... "
2025-12-04 09:11:00,&quot;아조씨 무시하지마&quot;…추성훈 올해 '최고 인기 유튜버' 등극,애니메이션 '케이팝 데몬 헌터스'의 사운드트랙 골든(Golden)이 차지했습니다. '소다 팝(Soda Pop)'과 '유어... 편의 K-콘텐츠가 이름을 올렸습니다. #추성훈 #유튜브 #크리에이터 #이수지 #안성재 #우즈 #김햄찌 #케데헌... 
2025-12-04 09:07:00,"캣츠아이, 미국 유튜브까지 접수…'올해 최고 인기 주제' 등극","'케이팝 데몬 헌터스(KPop Demon Hunters)', '라부부(Labubu)' 등 세계적 화제를 모은 작품이나 캐릭터뿐... KATSEYE는 'K-팝 방법론'에 기반한 오디션 프로젝트 '드림아카데미'를 통해 결성된 팀으로, 작년 6월... "
2025-12-04 09:06:00,&quot;'케데헌' 세계가 성수에 떴다&quot;… 더피∙소다팝∙루미의 방 공개 [KDF 포...,서울 성수동 '케이팝 데몬 헌터스' 팝업 외관에 설치된 더피∙서씨 모형. 넷플릭스 애니메이션 영화... 영화 속 비행기 장면을 재현한 'How It's Done' 존과 K-푸드 세트.메세지가 스크린에 표시되는 '소다 팝 메세지... 
2025-12-04 09:02:00,글로벌 트렌드 이끈 K-컬처…유튜브서 올해 가장 많이 들은 곡은?,"영화 '케이팝 데몬 헌터스'(이하 케데헌)가 올해 한국 유튜브에서 가장 큰 관심을 받은 작품으로 집계됐다. 또, 시리즈 '오징어 게임'과 함께 해외 차트에서도 이름을 올리며 K-컬처가 글로벌 트렌드를 이끌고 있다는... "
2025-12-04 09:00:00,"&quot;혼문을 완성하라&quot;… '케이팝 데몬 헌터스' 팝업, 엔딩 체험까지 세계관...","바로 옆에서는 '소다 팝 메세지 보내기' 이벤트가 운영되는데, 화면에 메시지를 입력 후 전송 버튼을... 비스테이지 관계자는 &quot;케이팝 데몬 헌터스 팝업을 통해 글로벌 팬들에게 K-POP 팬덤 문화의 진수를 보여줄 수... "
2025-12-04 08:58:00,"아내 모르게 '50억 집' 공개, 부부싸움하더니… 추성훈, 올 '최고 인기 ...","K콘텐츠, 인기곡·주제 장악 올해 인기 주제를 보면 넷플릭스 애니메이션 '케이팝 데몬 헌터스(케데헌)... '케데헌'은 이 밖에도 '소다 팝(Soda Pop)' '유어 아이돌(Your Idol)'을 각각 3위, 10위에 올리며 신드롬급 인기를... "
2025-12-04 08:57:00,&quot;계엄 이전으로 매출 회복 됐어요&quot;...활기 되찾은 헌재앞 상권,"특히 애니메이션 영화 ‘케이팝 데몬 헌터스’(케데헌), K팝, 드라마 등 한류 열풍이 관광 회복세를 도왔다. 한국 문화가 궁금해 여행을 왔다는 브라질 출신 A씨는 “1년 전 이곳이 계엄으로 인한 집회로 가득 찼었다는... "
2025-12-04 08:50:00,"“미국 유튜브를 뒤흔든 K-팝그” KATSEYE, 트렌딩 토픽 장악","KATSEYE가 유튜브가 발표한 ‘미국 트렌딩 토픽’에 K-팝 아티스트 중 유일하게 이름을 올리며 글로벌... ‘케이팝 데몬 헌터스(KPop Demon Hunters)’, ‘라부부(Labubu)’ 등 세계적 화제를 모은 작품이나... "
2025-12-04 08:49:00,"야노 시호 몰래 집 공개해 혼났지만…추성훈, 2025년 최고 인기 유튜버...","올해 인기 주제 리스트에서는 '케이팝 데몬 헌터스', '폭싹 속았수다', '오징어 게임' 등 총 세 편의 K콘텐츠가 이름을 올리며 그 독보적인 영향력을 입증했다. 특히 '오징어 게임'과 '케이팝 데몬 헌터스'는 조사 대상국... "
2025-12-04 08:48:00,"청룡 후폭풍 어디까지…화사 '굿 굿바이', 써클차트 6관왕 등극",넷플릭스 &lt;케이팝 데몬 헌터스&gt;의 OST인 'Golden'은 공개 직후 다양한 아티스트들의 커버 열풍을... 장르인 '이모셔널 팝'으로 승화시킨 앨범이다. 케이팝의 글로벌 인기를 직관적으로 확인할 수 있는... 
2025-12-04 08:25:00,"르세라핌, 미국 유명 새해맞이 프로그램 무대 오른다","뿐만 아니라 애니메이션 영화 '케이팝 데몬 헌터스' 속 걸그룹 헌트릭스를 노래한 가수 겸 작곡가 이재와 오드리 누나, 레이 아미도 출연을 예고했습니다. (화면출처 : 유튜브 '뉴진스·투모로우바이투게더·BANGTAN TV... "
2025-12-04 08:22:00,"캣츠아이, 美 유튜브 장악한 '올해 최고 인기 주제'","'케이팝 데몬 헌터스(KPop Demon Hunters)', '라부부(Labubu)' 등 세계적 화제를 모은 작품이나 캐릭터뿐... KATSEYE는 ‘K-팝 방법론’에 기반한 오디션 프로젝트 ‘드림아카데미’를 통해 결성된 팀으로, 작년 6월... "
2025-12-04 08:16:00,"&quot;캣츠아이, 유튜브를 뒤흔들다&quot;…KATSEYE, 美 트렌딩 토픽→그래미 신인...","KATSEYE는 이 리스트에서 '케이팝 데몬 헌터스', '라부부' 등 전 세계적으로 큰 호응을 얻은 작품과 캐릭터... KATSEYE는 'K-팝 방법론'에 기반한 오디션 프로젝트 '드림아카데미'를 통해 탄생했다. 하이브와 게펜... "
2025-12-04 08:12:00,"캣츠아이, 美 유튜브 ‘올해 최고 인기 주제’ 장식...유일 아티스트","'케이팝 데몬 헌터스(KPop Demon Hunters)', '라부부(Labubu)' 등 세계적 화제를 모은 작품이나 캐릭터뿐... ‘베스트 팝 듀오/그룹 퍼포먼스(Best Pop Duo/Group Performance)’ 두 부문 수상 후보에 올라 있다. 캣츠아이... "
2025-12-04 08:00:00,'케데헌' 성공 비결은 '음악성'과 '한국적 정체성'이 핵심,"글로벌 화제를 일으킨 넷플릭스 K-팝 애니메이션 '케이팝 데몬 헌터스'(이하 케데헌)에 대한 온라인 분석 결과, 작품 성공의 핵심 동력은 '음악성'과 '한국적 정체성'으로 나타났다. 한국방송광고진흥공사(KOBACO)는 고려대... "
2025-12-04 07:06:00,"[잇슈 컬처] 르세라핌·헌트릭스, 미국 대표 새해맞이 쇼 출연","올라 있는 가운데 K팝 가수 중엔 르세라핌이 출연을 확정했고요. 또, 가수 이재 씨를 포함한 '케이팝 데몬 헌터스' 속 걸그룹 헌트릭스의 실제 주인공들도 라이브로 무대를 꾸밀 예정입니다. 지금까지 '잇슈 컬처'였습니다."
2025-12-04 03:03:00,"유튜브 휩쓴 케데헌, 주제-인기곡-쇼츠 ‘3관왕’",넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’가 2025년 한국 유튜브에서 가장 뜨거운 키워드였던 것으로 나타났다. 3일 유튜브는 ‘2025 연말 결산 리스트’를 발표하며 한국 유튜브에서 가장 많은 관심을 받은 주제... 
2025-12-03 22:11:00,"“고단했던 한 해, 아름다운 선율이 건넨 따뜻한 위로”",팝페라 소프라노 정하은이 글로벌 메가 히트를 기록한 애니메이션 ‘케이팝 데몬 헌터스’ 오리지널사운드트랙(OST) ‘골든’에서 보여준 가창력은 듣는 이의 속을 뻥 뚫리게 할 정도였다. 뮤지컬 배우 카이는 1부의 열기를... 
2025-12-03 22:08:00,2025년 한국 유튜브 시청자 최고의 밥친구는?,해당 리스트에서는 여전한 K-콘텐트의 글로벌 확산을 포함해 신예 크리에이터와 아티스트 성장세가... 〈케이팝데몬 헌터스〉의 '골든'이었습니다. 이 외에도 '소다 팝'과 '유어 아이돌'이 각각 3위와 10위에 오르며... 
2025-12-03 18:05:00,올해 국내 유튜브 최고 인기곡은 '골든',"올해 국내 유튜브에서 가장 많은 조회 수를 기록한 노래는 애니메이션 ‘케이팝 데몬 헌터스(케데헌)’에... ‘골든’과 ‘소다 팝(Soda Pop)’ ‘유어 아이돌(Your Idol)’ 세 곡의 사운드트랙이 각각 1위, 3위, 10위에... "
2025-12-03 17:51:00,"♥야노시호에 혼쭐난 보람 있네‥추성훈, 이수지 제압하고 韓 유튜브 정...",글로벌 K-팝 스타들의 지속적인 인기를 확인시켜 주었다. 미국 ‘올해 최고 인기곡’ 차트에 오른 열 곡 중 다섯 곡이 케이팝 데몬 헌터스의 사운드트랙을 비롯한 K-팝인 점도 특기할 만하다. 쇼츠 최고 인기곡... 
2025-12-03 17:25:00,"유튜브, 2025 연말 결산 발표..'케데헌'→추성훈이 휩쓸었다",글로벌 K-팝 스타들의 지속적인 인기를 확인시켜 주었다. 미국 '올해 최고 인기곡' 차트에 오른 열 곡 중 다섯 곡이 케이팝 데몬 헌터스의 사운드트랙을 비롯한 K-팝인 점도 특기할 만하다. 2025년 유튜브 한국 쇼츠... 
2025-12-03 17:06:00,"캣츠아이, 19주째 美 '빌보드 핫100' 붙박이…연말송 강세 속 인기 여전",이번 기록은 '케이팝 데몬 헌터스(Kpop Demon Hunters)'의 가상 아이돌 HUNTR/X(헌트릭스)가 부른 OST... Artist)'와 '베스트 팝 듀오/그룹 퍼포먼스(Best Pop Duo/Group Performance)' 2개 부문에 노미네이트 됐다.... 
2025-12-03 16:50:00,"유튜브 2025 연말 결산…최고 인기곡은 ‘골든’, 크리에이터 1위는 추성...","‘케이팝 데몬 헌터스’(케데헌)와 K-콘텐츠, 그리고 새로운 스타들의 약진이 두드러졌다는 평가다. 먼저... ‘소다 팝’과 ‘유어 아이돌’이 각각 3위, 10위에 올랐다. 여기에 유튜브에서 재조명되며 역주행에 성공한... "
2025-12-03 16:44:00,"야노시호 동의 없이 집 공개하더니… 추성훈, ‘최고 인기 유튜버’ 올...","‘케이팝 데몬 헌터스’가 압도적인 존재감을 뽐냈다. 골든의 ‘소다 팝’(Soda Pop), ‘유어 아이돌’(Your... 편의 K-콘텐츠가 이름을 올렸다. 특히 ‘오징어 게임’과 ‘케데헌’은 조사 대상국 대부분의 인기 주제... "
2025-12-03 16:42:00,"추성훈, 올해 최고 인기 유튜브 크리에이터 1위…최고 인기곡은 '골든'","이와 함께 지드래곤, 아이브, 블랙핑크의 노래도 리스트에 포함되며 글로벌 K-팝 스타들의 지속적인 인기를 확인시켜 줬다. 미국 '올해 최고 인기곡' 차트에 오른 열 곡 중 다섯 곡이 '케이팝 데몬 헌터스'의 사운드트랙을... "
2025-12-03 16:05:00,"좀비 캐럴들, ‘빌보드 핫100’에 또 출현",테일러 스위프트의 정규 12집 ‘더 라이프 오브 어 쇼걸(The Life of a Showgirl)’의 타이틀곡 ‘더 페이트 오브 오필리아’(1위)와 OTT플랫폼 넷플릭스 애니메이션 ‘K팝 데몬 헌터스’ OST인 헌트릭스의 ‘골든’... 
